id,aggregate_rating,rating_color,rating_text,votes
6309940,4,5BA829,Very Good,251
6316648,4.1,5BA829,Very Good,166
18142736,4.1,5BA829,Very Good,204
6315535,3.7,9ACD32,Good,152
6315396,3.9,9ACD32,Good,157
6309781,2.2,FF7800,Poor,170
18471603,4,5BA829,Very Good,126
18674278,3.7,9ACD32,Good,84
18142740,4.2,5BA829,Very Good,145
6309851,3.8,9ACD32,Good,156
6309755,3.7,9ACD32,Good,125
18290985,3.7,9ACD32,Good,91
6309909,4.1,5BA829,Very Good,151
18142745,4,5BA829,Very Good,154
6311704,3.6,9ACD32,Good,96
6313617,3.9,9ACD32,Good,122
18586754,3.9,9ACD32,Good,104
18415073,4,5BA829,Very Good,96
6309864,3.6,9ACD32,Good,126
6309873,3.8,9ACD32,Good,127
6318007,3.6,9ACD32,Good,87
18391916,4.5,3F7E00,Excellent,168
6309943,3.8,9ACD32,Good,116
18207649,3.7,9ACD32,Good,103
6313637,3.8,9ACD32,Good,92
18319216,3.6,9ACD32,Good,98
18218102,3.9,9ACD32,Good,36
6314516,3.8,9ACD32,Good,82
6309907,3.8,9ACD32,Good,104
18460533,4,5BA829,Very Good,126
6313698,3.8,9ACD32,Good,118
6309927,3.8,9ACD32,Good,89
18224601,3.4,CDD614,Average,88
6309807,3.2,CDD614,Average,86
6309754,3.8,9ACD32,Good,59
6311010,3.6,9ACD32,Good,85
6309919,3.9,9ACD32,Good,84
18142744,3.8,9ACD32,Good,69
18305218,4,5BA829,Very Good,107
18358384,3.9,9ACD32,Good,73
6309814,3.8,9ACD32,Good,96
18317920,4.2,5BA829,Very Good,156
6309717,3.7,9ACD32,Good,75
6309858,3.8,9ACD32,Good,80
6315534,3.5,9ACD32,Good,78
6309959,3.7,9ACD32,Good,81
6310012,3.9,9ACD32,Good,69
6309821,3.8,9ACD32,Good,92
6309923,3.6,9ACD32,Good,91
18142741,3.8,9ACD32,Good,76
18401680,3.6,9ACD32,Good,58
18224603,3.8,9ACD32,Good,76
6309920,3.8,9ACD32,Good,91
18393600,3.8,9ACD32,Good,60
18224607,3.7,9ACD32,Good,43
18401682,3.6,9ACD32,Good,55
18336034,4.2,5BA829,Very Good,71
6309874,3.9,9ACD32,Good,55
6309890,3.3,CDD614,Average,59
6312071,3.7,9ACD32,Good,77
18401683,3.7,9ACD32,Good,51
18463155,3.8,9ACD32,Good,57
18522089,3.4,CDD614,Average,58
6309966,3.6,9ACD32,Good,94
6309901,3.6,9ACD32,Good,48
18351648,3.4,CDD614,Average,71
6309977,3.6,9ACD32,Good,55
6309723,3.7,9ACD32,Good,57
18246117,3.6,9ACD32,Good,55
18615485,3.2,CDD614,Average,37
6309822,3.6,9ACD32,Good,65
6314007,3.3,CDD614,Average,47
6309705,3.7,9ACD32,Good,52
6309827,3.6,9ACD32,Good,56
6309938,3.5,9ACD32,Good,57
6309951,3.4,CDD614,Average,33
18624713,3.4,CDD614,Average,44
6315536,3.7,9ACD32,Good,50
18581725,3.7,9ACD32,Good,37
6309942,3.7,9ACD32,Good,50
6314227,3.9,9ACD32,Good,53
6309816,3.6,9ACD32,Good,46
6313308,3.7,9ACD32,Good,30
6317846,3.6,9ACD32,Good,40
18635023,3.6,9ACD32,Good,17
18635039,3.4,CDD614,Average,19
18542679,3.6,9ACD32,Good,32
18609831,3.6,9ACD32,Good,50
6309913,3.5,9ACD32,Good,47
18558255,3.7,9ACD32,Good,39
6309766,3.7,9ACD32,Good,33
18343507,3.4,CDD614,Average,21
6309900,2.3,FF7800,Poor,37
6307205,3.4,CDD614,Average,57
6307208,3.3,CDD614,Average,33
6305935,3.5,9ACD32,Good,30
6305753,3.4,CDD614,Average,35
6305610,3.3,CDD614,Average,41
6307080,3.3,CDD614,Average,31
6313536,2.2,FF7800,Poor,29
6305787,3.4,CDD614,Average,32
18343530,3.5,9ACD32,Good,28
6307073,3.5,9ACD32,Good,32
6305813,3.4,CDD614,Average,29
6305751,3.1,CDD614,Average,23
6305927,2.4,FF7800,Poor,22
6305808,3.6,9ACD32,Good,20
6311071,2.4,FF7800,Poor,18
6305744,2.3,FF7800,Poor,18
18682721,3.3,CDD614,Average,10
6305835,3.2,CDD614,Average,13
6307109,3.2,CDD614,Average,13
18621127,0,CBCBC8,Not rated,3
18513623,2.6,FFBA00,Average,4
6307245,2.8,FFBA00,Average,7
6305852,2.7,FFBA00,Average,8
6317769,2.8,FFBA00,Average,6
18621126,3,CDD614,Average,5
6311068,3.1,CDD614,Average,4
6307247,2.5,FFBA00,Average,6
6305827,3.1,CDD614,Average,8
6317767,3.1,CDD614,Average,4
6305912,2.5,FFBA00,Average,7
6316453,3.1,CDD614,Average,6
6315825,0,CBCBC8,Not rated,1
6307242,2.9,FFBA00,Average,4
18208125,2.9,FFBA00,Average,6
6314759,3,CDD614,Average,5
6314726,0,CBCBC8,Not rated,1
6315826,0,CBCBC8,Not rated,2
18136809,3.9,9ACD32,Good,135
6301958,3.6,9ACD32,Good,142
6305957,2.9,FFBA00,Average,2
6301814,3.5,9ACD32,Good,65
18283064,3.8,9ACD32,Good,79
6301863,4,5BA829,Very Good,73
6306061,2.9,FFBA00,Average,1
6303847,3.6,9ACD32,Good,76
6305999,2.8,FFBA00,Average,1
18551091,0,CBCBC8,Not rated,1
18391900,0,CBCBC8,Not rated,2
18442049,3.9,9ACD32,Good,125
6301663,3.6,9ACD32,Good,51
18612202,3.4,CDD614,Average,114
6301829,3.4,CDD614,Average,39
6315036,3.1,CDD614,Average,34
18598477,3.9,9ACD32,Good,20
6315018,3.8,9ACD32,Good,146
18391898,0,CBCBC8,Not rated,2
6305884,2.8,FFBA00,Average,4
18459015,3.4,CDD614,Average,47
6315912,3.8,9ACD32,Good,156
6317974,3.3,CDD614,Average,34
6317108,3.7,9ACD32,Good,174
6309988,4.4,5BA829,Very Good,265
6313450,4,5BA829,Very Good,140
18634495,3.5,9ACD32,Good,28
6313630,4.1,5BA829,Very Good,247
6314104,3.9,9ACD32,Good,95
6318906,0,CBCBC8,Not rated,1
6313042,4.3,5BA829,Very Good,504
6315442,3.7,9ACD32,Good,38
18415040,2.5,FFBA00,Average,25
6312693,4.2,5BA829,Very Good,247
18255666,3.5,9ACD32,Good,31
6300713,3.7,9ACD32,Good,38
6313230,4.1,5BA829,Very Good,215
6316523,3.8,9ACD32,Good,104
18343474,3.7,9ACD32,Good,61
6315027,3.6,9ACD32,Good,31
6314821,4.5,3F7E00,Excellent,281
6305114,3.4,CDD614,Average,57
6314423,4.4,5BA829,Very Good,212
6309767,4,5BA829,Very Good,137
6309715,4.1,5BA829,Very Good,115
6314187,3.7,9ACD32,Good,151
6313091,4,5BA829,Very Good,337
6315432,3.7,9ACD32,Good,107
6309969,4.2,5BA829,Very Good,73
6317996,2.7,FFBA00,Average,15
6310186,3.6,9ACD32,Good,95
18645790,3.7,9ACD32,Good,72
6316111,4.3,5BA829,Very Good,426
6313095,4.1,5BA829,Very Good,607
6302461,4,5BA829,Very Good,84
6313161,4.7,3F7E00,Excellent,407
6304708,3.9,9ACD32,Good,264
6302426,4.1,5BA829,Very Good,194
6314158,3.5,9ACD32,Good,102
6302110,3.5,9ACD32,Good,310
6317783,4.1,5BA829,Very Good,222
18401674,3.6,9ACD32,Good,77
6316123,3.9,9ACD32,Good,357
6309998,3.9,9ACD32,Good,291
6317691,4.5,3F7E00,Excellent,295
18271962,3.5,9ACD32,Good,47
6315533,4.2,5BA829,Very Good,481
6316689,3.4,CDD614,Average,46
6304759,4.1,5BA829,Very Good,280
6308735,4.1,5BA829,Very Good,216
18645692,4,5BA829,Very Good,57
6314001,3.9,9ACD32,Good,239
6302075,4.1,5BA829,Very Good,357
6304829,3.7,9ACD32,Good,276
6304567,4.1,5BA829,Very Good,277
6302266,3.9,9ACD32,Good,210
18171894,4.3,5BA829,Very Good,153
6317997,2.9,FFBA00,Average,15
6315015,3.8,9ACD32,Good,241
6314232,3.9,9ACD32,Good,163
6302452,4.1,5BA829,Very Good,258
6309955,3.7,9ACD32,Good,68
6301581,4.1,5BA829,Very Good,185
18458985,3.1,CDD614,Average,14
6302063,4,5BA829,Very Good,235
6312087,3.7,9ACD32,Good,60
6312327,3.9,9ACD32,Good,244
18422125,3.6,9ACD32,Good,12
6309709,3.9,9ACD32,Good,64
6304798,4.1,5BA829,Very Good,257
6315927,3.8,9ACD32,Good,86
6311054,4.1,5BA829,Very Good,219
6318760,4,5BA829,Very Good,162
6314043,3.8,9ACD32,Good,230
6301998,3.9,9ACD32,Good,478
6304589,3.8,9ACD32,Good,188
18348109,4.1,5BA829,Very Good,139
6304655,4,5BA829,Very Good,110
18217596,4.2,5BA829,Very Good,167
6302533,4.3,5BA829,Very Good,167
6315443,4,5BA829,Very Good,212
6313886,4.3,5BA829,Very Good,391
6301750,3.6,9ACD32,Good,142
6304691,4.1,5BA829,Very Good,114
6309146,3.9,9ACD32,Good,139
6310857,2.5,FFBA00,Average,4
18201538,4,5BA829,Very Good,40
6310835,2.8,FFBA00,Average,1
6307870,3.5,9ACD32,Good,95
6318964,3.6,9ACD32,Good,87
6317452,4.1,5BA829,Very Good,254
6314755,3.9,9ACD32,Good,146
6316836,4.1,5BA829,Very Good,227
18335865,4,5BA829,Very Good,85
18168051,4.3,5BA829,Very Good,221
6307378,3.5,9ACD32,Good,123
6307128,3.6,9ACD32,Good,64
6310497,3.8,9ACD32,Good,152
6310836,2.6,FFBA00,Average,1
6310879,2.5,FFBA00,Average,1
18201540,4.1,5BA829,Very Good,61
6306737,3.6,9ACD32,Good,45
6305601,2.1,FF7800,Poor,76
6318653,3.5,9ACD32,Good,68
6307083,3.4,CDD614,Average,71
18400355,4.1,5BA829,Very Good,58
6311047,3.9,9ACD32,Good,79
18297192,2.9,FFBA00,Average,66
6316684,3.6,9ACD32,Good,47
18369131,3.4,CDD614,Average,66
18152634,3.9,9ACD32,Good,76
18479454,3.9,9ACD32,Good,29
6305676,3.5,9ACD32,Good,66
18343527,3.9,9ACD32,Good,58
6300386,3.5,9ACD32,Good,109
6307098,3.3,CDD614,Average,55
6307914,3.6,9ACD32,Good,59
6314754,3.8,9ACD32,Good,49
6314724,3.6,9ACD32,Good,66
6307874,3.5,9ACD32,Good,59
6306025,3.5,9ACD32,Good,85
6314582,3.4,CDD614,Average,31
18562191,3.3,CDD614,Average,46
6313498,3.5,9ACD32,Good,39
6314680,3.6,9ACD32,Good,53
6306600,3.3,CDD614,Average,46
6318521,0,CBCBC8,Not rated,0
18617618,3.6,9ACD32,Good,60
18305210,4,5BA829,Very Good,45
6314974,3.4,CDD614,Average,45
18201497,3.9,9ACD32,Good,46
6311046,2.5,FFBA00,Average,47
6306598,3.7,9ACD32,Good,55
18545681,3.6,9ACD32,Good,31
6306908,2.9,FFBA00,Average,34
6315016,3.4,CDD614,Average,16
6318965,3.7,9ACD32,Good,28
6311073,3.4,CDD614,Average,42
6313499,3.1,CDD614,Average,28
6314736,3.5,9ACD32,Good,31
18317892,3.5,9ACD32,Good,26
6310431,3.8,9ACD32,Good,62
6307163,3.4,CDD614,Average,36
18551121,3.5,9ACD32,Good,17
6307931,3.4,CDD614,Average,36
6315597,3.2,CDD614,Average,18
6311069,3.3,CDD614,Average,33
6314686,2.5,FFBA00,Average,32
18391913,3.6,9ACD32,Good,23
18465756,3,CDD614,Average,19
18551120,3.3,CDD614,Average,50
18343520,3.1,CDD614,Average,17
6307074,3,CDD614,Average,11
6314748,2.8,FFBA00,Average,16
6307944,3.4,CDD614,Average,29
6314743,3.3,CDD614,Average,26
6314744,3.3,CDD614,Average,27
6306055,2,FF7800,Poor,28
6314705,3.4,CDD614,Average,33
6313520,3.3,CDD614,Average,28
6313500,3.3,CDD614,Average,22
6307125,3.4,CDD614,Average,26
18582699,3.2,CDD614,Average,15
18343521,3,CDD614,Average,11
6314740,2.4,FF7800,Poor,16
18551123,3.4,CDD614,Average,24
6311884,3.2,CDD614,Average,16
6315832,3.5,9ACD32,Good,28
6307916,3.4,CDD614,Average,19
6307961,3.4,CDD614,Average,27
18442143,4.1,5BA829,Very Good,93
18437992,4.2,5BA829,Very Good,75
18446954,4,5BA829,Very Good,67
18446952,4,5BA829,Very Good,53
18382084,4,5BA829,Very Good,71
18437991,4.2,5BA829,Very Good,62
18437954,4.1,5BA829,Very Good,78
18437958,3.8,9ACD32,Good,74
18634081,2.4,FF7800,Poor,38
18439424,3.4,CDD614,Average,55
18567494,4,5BA829,Very Good,72
18605468,2.8,FFBA00,Average,9
18618210,3.3,CDD614,Average,13
18600267,3.2,CDD614,Average,22
18442138,3.9,9ACD32,Good,34
18618205,3.4,CDD614,Average,26
18437970,3.8,9ACD32,Good,60
18618212,3.3,CDD614,Average,18
18603172,3.1,CDD614,Average,14
18437977,3.8,9ACD32,Good,43
18632971,3.4,CDD614,Average,22
18719272,3.5,9ACD32,Good,12
18622194,3.6,9ACD32,Good,40
18437962,3.7,9ACD32,Good,35
18437975,3.2,CDD614,Average,34
18554389,3.7,9ACD32,Good,42
18618225,3.3,CDD614,Average,14
18426731,3.4,CDD614,Average,32
18426747,3.5,9ACD32,Good,19
18437966,3.8,9ACD32,Good,31
18442113,3.5,9ACD32,Good,15
18576245,3.3,CDD614,Average,42
18586936,4,5BA829,Very Good,28
18627018,3.1,CDD614,Average,34
18437973,3.4,CDD614,Average,25
18591939,3.9,9ACD32,Good,30
18643492,3.4,CDD614,Average,20
18653133,2.4,FF7800,Poor,9
18442133,3.5,9ACD32,Good,42
18439438,3.7,9ACD32,Good,27
18588262,3.6,9ACD32,Good,25
18437953,2.9,FFBA00,Average,18
18653171,2.5,FFBA00,Average,5
18439440,3.5,9ACD32,Good,31
18618188,2.6,FFBA00,Average,11
18446958,3.5,9ACD32,Good,17
18439420,2.4,FF7800,Poor,23
18437947,3.6,9ACD32,Good,14
18643497,2.8,FFBA00,Average,12
18618193,3.2,CDD614,Average,8
18618191,3.2,CDD614,Average,12
18442106,3.4,CDD614,Average,18
18458984,3.5,9ACD32,Good,57
18618190,3.1,CDD614,Average,11
18426735,3,CDD614,Average,21
18609879,2.7,FFBA00,Average,9
18618197,3.3,CDD614,Average,11
18442127,3.2,CDD614,Average,17
18653201,3.6,9ACD32,Good,13
18656932,3,CDD614,Average,16
18653219,3.1,CDD614,Average,4
18618200,0,CBCBC8,Not rated,3
18683925,3.1,CDD614,Average,6
18618208,3,CDD614,Average,9
18653172,3.1,CDD614,Average,7
18690772,2.6,FFBA00,Average,11
18618199,2.9,FFBA00,Average,5
18602034,2.7,FFBA00,Average,7
18618206,0,CBCBC8,Not rated,3
18442121,3.3,CDD614,Average,12
18426752,3.2,CDD614,Average,11
18683703,3,CDD614,Average,4
18612430,0,CBCBC8,Not rated,3
18642895,3.2,CDD614,Average,10
18618218,0,CBCBC8,Not rated,3
18612420,3.1,CDD614,Average,12
18658102,3.2,CDD614,Average,8
18653177,3,CDD614,Average,8
18439418,3.2,CDD614,Average,9
6301293,4.1,5BA829,Very Good,605
18618194,2.7,FFBA00,Average,7
18613683,2.7,FFBA00,Average,5
18629610,3.1,CDD614,Average,9
18558279,3.9,9ACD32,Good,63
18439422,3.4,CDD614,Average,11
18647740,3.6,9ACD32,Good,102
6318212,3.6,9ACD32,Good,31
18618211,3,CDD614,Average,7
18727014,3.1,CDD614,Average,4
18617675,2.9,FFBA00,Average,7
18437988,3.2,CDD614,Average,9
6301857,4.1,5BA829,Very Good,255
6301358,4,5BA829,Very Good,180
6300361,4,5BA829,Very Good,157
6301627,3.8,9ACD32,Good,77
6300406,3.4,CDD614,Average,74
18642873,3.6,9ACD32,Good,26
6302256,3.5,9ACD32,Good,45
6318657,3.9,9ACD32,Good,37
18578330,3.5,9ACD32,Good,39
6314271,0,CBCBC8,Not rated,3
6304432,3.9,9ACD32,Good,329
6311094,3.8,9ACD32,Good,238
6304390,2.5,FFBA00,Average,298
6303274,4.2,5BA829,Very Good,75
6308921,3.7,9ACD32,Good,180
18278166,4.1,5BA829,Very Good,92
6314503,4.3,5BA829,Very Good,129
6317641,4.2,5BA829,Very Good,176
6308545,3.5,9ACD32,Good,93
18291018,4.1,5BA829,Very Good,182
6304745,4.1,5BA829,Very Good,96
6317431,4.1,5BA829,Very Good,229
6305347,4,5BA829,Very Good,251
6312781,4.1,5BA829,Very Good,307
6313887,3.8,9ACD32,Good,223
6300995,3.8,9ACD32,Good,192
6305223,4,5BA829,Very Good,115
6304630,3.6,9ACD32,Good,163
6305520,4,5BA829,Very Good,281
6304727,4.1,5BA829,Very Good,161
6309968,3.8,9ACD32,Good,159
6302406,3.9,9ACD32,Good,124
6302539,3.9,9ACD32,Good,164
6301980,4.2,5BA829,Very Good,164
6302388,3.6,9ACD32,Good,169
18455093,3.6,9ACD32,Good,89
6304594,4,5BA829,Very Good,163
18290982,3.6,9ACD32,Good,154
6317463,3.8,9ACD32,Good,179
18290991,3.9,9ACD32,Good,243
6313087,3.8,9ACD32,Good,160
6302069,4.1,5BA829,Very Good,118
6310534,3.9,9ACD32,Good,158
6302368,3.8,9ACD32,Good,167
18415061,3.8,9ACD32,Good,114
6302398,3.7,9ACD32,Good,148
6312835,3.9,9ACD32,Good,177
6304840,4.2,5BA829,Very Good,247
6304653,3.8,9ACD32,Good,110
6301739,4.2,5BA829,Very Good,190
6302517,3.8,9ACD32,Good,143
6301708,3.8,9ACD32,Good,137
6313805,3.9,9ACD32,Good,89
6313797,4,5BA829,Very Good,114
6313825,3.7,9ACD32,Good,65
6314545,3.8,9ACD32,Good,78
6314522,3.5,9ACD32,Good,50
6313838,3.6,9ACD32,Good,42
6313849,3.5,9ACD32,Good,48
6313850,3.4,CDD614,Average,47
6316183,3.3,CDD614,Average,46
6313812,3.7,9ACD32,Good,45
6313795,3.5,9ACD32,Good,46
6314534,3.3,CDD614,Average,45
18695602,3.2,CDD614,Average,31
6313843,3.4,CDD614,Average,42
6315736,3.4,CDD614,Average,32
6313814,3.5,9ACD32,Good,40
6313834,3.3,CDD614,Average,33
18232795,3.4,CDD614,Average,33
6315738,3.3,CDD614,Average,32
6313847,3.1,CDD614,Average,26
6313821,3.3,CDD614,Average,22
18287129,4.3,5BA829,Very Good,188
6314544,3.2,CDD614,Average,26
6313824,3.5,9ACD32,Good,27
18451932,4.3,5BA829,Very Good,165
6305467,3.9,9ACD32,Good,204
18563495,2.9,FFBA00,Average,4
18270910,4.7,3F7E00,Excellent,195
18382302,3.8,9ACD32,Good,153
18442109,4.4,5BA829,Very Good,77
6312314,3.7,9ACD32,Good,148
6314816,3.7,9ACD32,Good,94
18229733,3.7,9ACD32,Good,78
18486163,4.2,5BA829,Very Good,119
6317271,3.4,CDD614,Average,30
6302285,3.7,9ACD32,Good,164
6312656,4,5BA829,Very Good,453
6307634,4.2,5BA829,Very Good,182
6301931,3.5,9ACD32,Good,153
18579161,3.8,9ACD32,Good,72
