id,address,city,city_id,country_id,latitude,locality,locality_verbose,longitude,zipcode
6312860,"Aguinaldo Highway, Bagong Tubig, Tagaytay City, Tagaytay City",Tagaytay City,63,162,14.08839127,Tagaytay City,"Tagaytay City, Tagaytay City",120.8982392,
18250521,"Ground Floor, Net Park, 4th Avenue, Bonifacio Global City, Taguig City",Taguig City,63,162,14.54989594,"Net Park, Bonifacio Global City, Taguig City","Net Park, Bonifacio Global City, Taguig City, Taguig City",121.0464761,
6304550,"Level 1, Greenbelt 5, Ayala Center, Greenbelt, Makati City",Makati City,63,162,14.552605,"Greenbelt 5, San Lorenzo, Makati City","Greenbelt 5, San Lorenzo, Makati City, Makati City",121.021307,
6312758,"Pioneer Center Supermart, 8006 Pioneer Street, Kapitolyo, Pasig City",Pasig City,63,162,14.57365271,"Pioneer Center Supermart, Kapitolyo, Pasig City","Pioneer Center Supermart, Kapitolyo, Pasig City, Pasig City",121.0589622,
6310022,"11 Isabelo Mendoza Street, San Roque, Marikina City",Marikina City,63,162,14.62906611,San Roque,"San Roque, Marikina City",121.095981,
18364418,"Level 2, S Maison, Conrad Manila, Seaside Boulevard Corner Coral Way, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53165793,"S Maison, Conrad Manila, Mall of Asia Complex (MOA), Pasay City","S Maison, Conrad Manila, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9804237,
6309995,"Level 2, Greenbelt 5, Ayala Center, Greenbelt, Makati City",Makati City,63,162,14.552764,"Greenbelt 5, San Lorenzo, Makati City","Greenbelt 5, San Lorenzo, Makati City, Makati City",121.020933,
18343591,"16 East Capitol Drive, Kapitolyo, Pasig City",Pasig City,63,162,14.57159901,Kapitolyo,"Kapitolyo, Pasig City",121.0607143,
6313982,"Ground Floor, South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53413359,"South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.981456,
6312892,"115 Aguinaldo Highway, Mendez Crossing West, Tagaytay City",Tagaytay City,63,162,14.09475193,Tagaytay City,"Tagaytay City, Tagaytay City",120.9148947,
18271057,"Forbes Town Center, Burgos Circle, Bonifacio Global City, Taguig City",Taguig City,63,162,14.55042394,"Burgos Circle, Bonifacio Global City, Taguig City","Burgos Circle, Bonifacio Global City, Taguig City, Taguig City",121.0445379,
18618697,"Second Floor, The Podium, ADB Avenue, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.58475351,"The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",121.0589454,
18245912,"B3, Bonifacio High Street, 9th Avenue, Bonifacio Global City, Taguig City",Taguig City,63,162,14.551061,"Bonifacio High Street, Bonifacio Global City, Taguig City","Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City",121.050578,
6312828,"Fifth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City",Taguig City,63,162,14.54577705,"SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0534304,
6310802,"The Fort Strip, 28th Street, Bonifacio Global City, Taguig City",Taguig City,63,162,14.549784,"The Fort Strip, Bonifacio Global City, Taguig City","The Fort Strip, Bonifacio Global City, Taguig City, Taguig City",121.047385,
18422155,"Fourth Floor, Century City Mall, Kalayaan Avenue, Poblacion, Makati City",Makati City,63,162,14.56545629,"Century City Mall, Poblacion, Makati City","Century City Mall, Poblacion, Makati City, Makati City",121.0277285,
6315799,"Magiting Corner Maginhawa Street, Teachers Village, Quezon City",Quezon City,63,162,14.64706995,Teachers Village,"Teachers Village, Quezon City",121.0580546,
6316532,"Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City",Quezon City,63,162,14.64904737,"UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0751101,
6312625,"Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City",Quezon City,63,162,14.64977494,"UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0751808,
6313503,"Bautista Corner Tordesillas Street, Salcedo Village, Makati City",Makati City,63,162,14.56092784,Salcedo Village,"Salcedo Village, Makati City",121.024136,
18595218,"Third Floor, Glorietta 4, Ayala Center, Glorietta Complex, Makati City",Makati City,63,162,14.55076826,"Glorietta 4, Glorietta Complex, Makati City","Glorietta 4, Glorietta Complex, Makati City, Makati City",121.02534,
6304566,"Level 2, Greenbelt 5, Ayala Center, Greenbelt, Makati City",Makati City,63,162,14.552607,"Greenbelt 5, San Lorenzo, Makati City","Greenbelt 5, San Lorenzo, Makati City, Makati City",121.021155,
6317761,"Ground Floor, Edades Tower And Garden Villas, Amorsolo Corner Waterfront Drive, Rockwell, Makati City",Makati City,63,162,14.565847,Rockwell,"Rockwell, Makati City",121.036368,
6313717,"Fourth Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.58367041,"SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0560567,
6316350,"Westgate Center, Filinvest City, Muntinlupa City",Muntinlupa City,63,162,14.42157298,"Westgate Center, Filinvest City, Mutinlupa City","Westgate Center, Filinvest City, Mutinlupa City, Muntinlupa City",121.0342154,
18268213,"Third Floor, Uptown Place Mall, 36th Street Corner 9th Avenue, Bonifacio Global City, Taguig City",Taguig City,63,162,14.55681013,"Uptown Place Mall, Bonifacio Global City, Taguig City","Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City",121.0538992,
6302378,"Makati Shangri-La,   Makati City Ayala Corner Makati Avenue, San Lorenzo, Makati City",Makati City,63,162,14.55379246,"Makati Shangri-La, Manila, San Lorenzo, Makati City","Makati Shangri-La, Manila, San Lorenzo, Makati City, Makati City",121.0245099,
6312811,"Ground Floor, South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53413911,"South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9813897,
18562172,"Upper Ground Floor, Main Building, SM City North EDSA, Bago Bantay, Quezon City",Quezon City,63,162,14.65648716,"SM City North EDSA, Bago Bantay, Quezon City","SM City North EDSA, Bago Bantay, Quezon City, Quezon City",121.0309602,
6307906,"Ground Floor, Fort Pointe 2 Building, The Fort Strip, 28th Street, Bonifacio Global City, Taguig City",Taguig City,63,162,14.549577,"The Fort Strip, Bonifacio Global City, Taguig City","The Fort Strip, Bonifacio Global City, Taguig City, Taguig City",121.048447,
6302438,"79-A Maginhawa Street, Teachers Village, Quezon City",Quezon City,63,162,14.64697751,Teachers Village,"Teachers Village, Quezon City",121.0577847,
6313173,"Second Floor, Alphaland Makati Place, Ayala Avenue Extension Corner Malugay Street, Bel-Air, Makati City",Makati City,63,162,14.56283529,"Alphaland Makati Place, Bel-Air, Makati City","Alphaland Makati Place, Bel-Air, Makati City, Makati City",121.0162771,
6301760,"810 Benavidez Street, Binondo, Manila",Manila,63,162,14.60189049,Binondo,"Binondo, Manila",120.9759692,
18343481,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City",Quezon City,63,162,14.65134362,"UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0754457,
6314041,"105 Santo Domingo Corner Sgt. Alcaraz Avenue, Santo Domingo, Banawe, Quezon City",Quezon City,63,162,14.63598852,Banawe,"Banawe, Quezon City",121.0057719,
18536131,"780 Banawe Street, Banawe, Quezon City",Quezon City,63,162,14.63592461,Banawe,"Banawe, Quezon City",121.00136,
6314428,"Ground Floor, V Corporate Center, 125 L. P. Leviste Street, Salcedo Village, Makati City",Makati City,63,162,14.56013604,Salcedo Village,"Salcedo Village, Makati City",121.0247523,
18336039,"Second Floor, Crossroads Building, 32nd Street, Bonifacio Global City, Taguig City",Taguig City,63,162,14.553553,"Crossroads Building, Bonifacio Global City, Taguig City","Crossroads Building, Bonifacio Global City, Taguig City, Taguig City",121.051011,
6314006,"Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.58323205,"SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0559443,
18426737,"248 Aguirre Avenue, BF Homes, Parañaque City",Parañaque City,63,162,14.45493392,BF Homes,"BF Homes, Parañaque City",121.0154561,
6309607,"66 Esteban Abada Street, Loyola Heights, Quezon City",Quezon City,63,162,14.63854086,Loyola Heights,"Loyola Heights, Quezon City",121.0732915,
6315689,"Hole in the Wall, Fourth Floor, Century City Mall, Kalayaan Avenue, Poblacion, Makati City",Makati City,63,162,14.565515,"Century City Mall, Poblacion, Makati City","Century City Mall, Poblacion, Makati City, Makati City",121.027456,
6301285,"Level 1, Greenbelt 3, Ayala Center, Greenbelt, Makati City",Makati City,63,162,14.55197,"Greenbelt 3, San Lorenzo, Makati City","Greenbelt 3, San Lorenzo, Makati City, Makati City",121.022035,
6317534,"Streat: Maginhawa Food Park, Teachers Village, Quezon City",Quezon City,63,162,14.646496,"StrEat: Maginhawa Food Park, Teachers Village, Quezon City","StrEat: Maginhawa Food Park, Teachers Village, Quezon City, Quezon City",121.058779,
6310406,"Fifth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City",Taguig City,63,162,14.54578159,"SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0534086,
6303791,"Second Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.58438523,"SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0570068,
6308524,"31 West Avenue, Del Monte, Quezon City",Quezon City,63,162,14.64124076,Del Monte,"Del Monte, Quezon City",121.0267052,
18439436,"Building J, SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53180496,"SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9792204,
6308143,"Fourth Floor, The Block, SM City North EDSA, Bago Bantay, Quezon City",Quezon City,63,162,14.65617804,"The Block, SM City North EDSA, Bago Bantay, Quezon City","The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City",121.0323158,
18255669,"Second Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.58324276,"SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0559695,
6304411,"Fourth Floor, Bridgeway, SM Megamall, Ortigas, Mandaluyong City",Mandaluyong City,63,162,14.5844,"SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.057159,
18283076,"14 Scout Rallos Street, Laging Handa, Quezon City",Quezon City,63,162,14.63522716,Tomas Morato,"Tomas Morato, Quezon City",121.0298884,
18283069,"B Hotel Quezon City, 14 Scout Rallos Street, Laging Handa, Quezon City",Quezon City,63,162,14.63522846,Tomas Morato,"Tomas Morato, Quezon City",121.0298481,
18283078,"B Hotel Quezon City, 14 Scout Rallos Street, Laging Handa, Quezon City",Quezon City,63,162,14.63522911,Tomas Morato,"Tomas Morato, Quezon City",121.0298431,
6316593,"Second Floor, Fisher Mall, Quezon Avenue, Del Monte, Quezon City",Quezon City,63,162,14.63311208,"Fisher Mall, Del Monte, Quezon City","Fisher Mall, Del Monte, Quezon City, Quezon City",121.0193262,
6309661,"179 Maginhawa Street, Sikatuna Village, Quezon City",Quezon City,63,162,14.638519,Sikatuna Village,"Sikatuna Village, Quezon City",121.061487,
6317528,"Back Of Makati Cinema Square, Amorsolo Street, Legaspi Village, Makati City",Makati City,63,162,14.552315,Legaspi Village,"Legaspi Village, Makati City",121.014811,
6316758,"Building E, SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53810795,"SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9792301,
6318734,"7th Floor, City Garden Grand Hotel, Makati Corner Kalayaan Avenue, Poblacion, Makati City 1210",Makati City,63,162,14.56470248,"City Garden Grand Hotel, Poblacion, Makati City","City Garden Grand Hotel, Poblacion, Makati City, Makati City",121.0292004,1210
6316899,"Ground Floor, Hyatt City of Dreams Manila, Aseana Boulevard Corner Macapagal Avenue, Entertainment City, Parañaque City",Parañaque City,63,162,14.52279104,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",120.9926777,
6317258,"63 Maginhawa Street, UP Village, Diliman, Quezon City",Quezon City,63,162,14.64806775,Diliman,"Diliman, Quezon City",121.0571185,
6308658,"Upper Ground Floor, SM City Fairview, Novaliches, Quezon City",Quezon City,63,162,14.73458094,"SM City Fairview, Novaliches, Quezon City","SM City Fairview, Novaliches, Quezon City, Quezon City",121.0575067,
6302202,"Second Floor, Glorietta 1, Ayala Center, Glorietta Complex, Makati City",Makati City,63,162,14.55036715,"Glorietta 1, Glorietta Complex, Makati City","Glorietta 1, Glorietta Complex, Makati City, Makati City",121.0256816,
18544927,"Upper Ground Floor, City of Dreams Manila, Aseana Boulevard Corner Macapagal Avenue, Entertainment City, Parañaque City",Parañaque City,63,162,14.52304745,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",120.9925956,
6310773,"Kalayaan Avenue, Beside Liberty Hotel, Diliman, Quezon City",Quezon City,63,162,14.63495856,Diliman,"Diliman, Quezon City",121.0543524,
6318636,"Second Floor, Ascott Bonifacio Global City Manila, 28th Street Corner 5th Avenue, Bonifacio Global City, Taguig City",Taguig City,63,162,14.55099315,Bonifacio Global City,"Bonifacio Global City, Taguig City",121.0469817,
18291001,"Upper Ground, Pioneer Highlands North, Pioneer cor. Madison Sts, Buayang Bato, Mandaluyong City",Mandaluyong City,63,162,14.5724508,Buayang Bato,"Buayang Bato, Mandaluyong City",121.0501169,
6300576,"Ground Floor, Entertainment Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City",Pasay City,63,162,14.53484727,"Entertainment Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","Entertainment Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9803486,
6316762,"Upper Ground Floor, City of Dreams Manila, Aseana Boulevard Corner Macapagal Avenue, Entertainment City, Parañaque City",Parañaque City,63,162,14.52362647,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",120.9933935,
18442136,"City Garden Hotel Makati, 7870 Durban Street Corner Makati Avenue, Poblacion, Makati City 1210",Makati City,63,162,14.56472162,"City Garden Hotel, Poblacion, Makati City","City Garden Hotel, Poblacion, Makati City, Makati City",121.0292369,1210
18208156,"Ground Floor, Hyatt City of Dreams Manila, Entertainment City, Parañaque City",Parañaque City,63,162,14.52274138,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",120.9926667,
6316907,"Upper Ground Floor, City of Dreams Manila, Aseana Boulevard Corner Macapagal Avenue, Entertainment City, Parañaque City",Parañaque City,63,162,14.52354954,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",120.9924906,
6314371,"Ground Floor, FCL Center, Xavierville Avenue, Loyola Heights, Quezon City",Quezon City,63,162,14.63623863,Loyola Heights,"Loyola Heights, Quezon City",121.0652493,
18641657,"Third Floor, Ayala Malls South Park, Filinvest City, Muntinlupa City",Muntinlupa City,63,162,14.4119428,Filinvest City,"Filinvest City, Muntinlupa City",121.0470143,
18324171,"Third Floor, Market! Market!, Bonifacio Global City, Taguig City",Taguig City,63,162,14.55016,"Market! Market!, Bonifacio Global City, Taguig City","Market! Market!, Bonifacio Global City, Taguig City, Taguig City",121.056182,
18537010,"5 Capitol Hills Drive, Old Balara, Quezon City",Quezon City,63,162,14.66518584,Old Balara,"Old Balara, Quezon City",121.0806777,
6308389,"Wincel Building, Filipinas Avenue, UPS 5, San Isidro, Parañaque City",Parañaque City,63,162,14.46448335,San Isidro,"San Isidro, Parañaque City",121.0171033,
18658772,"Central Park Maginhawa, Maginhawa Street Corner Magiting Street, Teachers Village, Quezon City",Quezon City,63,162,14.6462989,"Central Park Maginhawa, Teachers Village, Quezon City","Central Park Maginhawa, Teachers Village, Quezon City, Quezon City",121.0592153,
18534908,"The Hub at R20 Food Park, Road 20 Mindanao Avenue, Project 8, Quezon City",Quezon City,63,162,14.67205295,"The Hub at R20 Food Park, Project 8, Quezon City","The Hub at R20 Food Park, Project 8, Quezon City, Quezon City",121.03161,
18487135,"Food Choices, Third Floor, Glorietta 4, Ayala Center, Glorietta Complex, Makati City",Makati City,63,162,14.55127224,"Glorietta 4, Glorietta Complex, Makati City","Glorietta 4, Glorietta Complex, Makati City, Makati City",121.0274673,
